clasificacion,texto,sentiment_probabilities,sentiment_label,veracity_label,veracity_probabilities
0,"De acuerdo con el analisis de los ultimos datos disponibles del INDEC, entre el primer semestre de 2022, cuando Massa aun no era ministro, y el primer semestre de 2023, la cantidad de pobres aumento en 1,7 millones de personas, no 2 millones como expreso Bullrich. De todas maneras, los datos muestran que la poblacion por debajo de la linea de la pobreza se encuentra en ascenso, luego de la baja registrada entre 2021 y 2022.
 ","[0.9883832335472107, 0.01161677110940218]",0,0,"[0.6473078727722168, 0.3526921570301056]"
0,"Myriam Bregman, en el segundo debate presidencial 2023: ""En una decada incrementaron en un 97% la poblacion carcelaria""","[0.4754762649536133, 0.5245237350463867]",1,1,"[0.38317039608955383, 0.6168295741081238]"
1,"De 2012 a 2022 (ultimo dato disponible), la poblacion penitenciaria de todo el pais, incluyendo el Servicio Penitenciario Federal (SPF) y los servicios penitenciarios provinciales, aumento un 72% y no un 97%. De todas maneras, los datos muestran una tendencia ascendente en la cantidad de personas que estan privadas de su libertad.","[0.9925399422645569, 0.0074600218795239925]",0,1,"[0.12833987176418304, 0.8716601729393005]"
0,"Patricia Bullrich a Sergio Massa, en el segundo debate presidencial 2023: ""El salario de la gente cayo un 30%""","[0.9994677901268005, 0.0005322719807736576]",0,0,"[0.9019212126731873, 0.09807875007390976]"
1,"Ninguno de los indicadores que miden la evolucion de los salarios registra una caida como la senalada por Bullrich, tanto en el periodo completo del Frente de Todos como en la gestion de Massa como ministro.","[0.9997984766960144, 0.00020155210222583264]",0,1,"[0.3989090323448181, 0.6010909676551819]"
0,"Javier Milei, en el segundo debate presidencial 2023: ""Todas esas politicas que culpan al ser humano del cambio climatico son falsas""","[0.9999179840087891, 8.195541886379942e-05]",0,0,"[0.6657779812812805, 0.3342219889163971]"
1,Las evidencias cientificas son abrumadoras e indican que el cambio climatico esta ocurriendo y es producto de la actividad humana. Muchos de los efectos que las y los cientificos predijeron hace decadas ya estan ocurriendo.,"[0.9830774664878845, 0.016922470182180405]",0,1,"[0.15023060142993927, 0.8497693538665771]"
0,"Sergio Massa, en el segundo debate presidencial 2023: ""En el ano 2019, se liberaron 16 mil presos. En el ano 2020, se liberaron 9 mil""","[0.0031380634754896164, 0.9968619346618652]",1,1,"[0.4664529263973236, 0.533547043800354]"
1,"El numero total de egresos del Sistema Penitenciario Federal (SPF) fue mas alto en 2019 -cuando gobernaba Mauricio Macri (Cambiemos) y la candidata presidencial Patricia Bullrich era ministra de Seguridad- que en 2020, bajo la administracion de Alberto Fernandez (Frente de Todos). Sin embargo, en 2019 la mayor proporcion de egresos correspondio a personas que cumplieron su pena y, en cambio, en 2020 crecio en mas de un 85% el numero de beneficios de arresto domiciliario a partir de las recomendaciones internacionales y locales de reducir la poblacion penitenciaria en el contexto de la pandemia. ","[0.701748251914978, 0.298251748085022]",0,1,"[0.26237428188323975, 0.7376257181167603]"
0,"Javier Milei, en el segundo debate presidencial 2023: ""Los indicadores sociales son peores que los que teniamos en 2001""","[0.9999332427978516, 6.670907168881968e-05]",0,0,"[0.6331996321678162, 0.36680036783218384]"
1,"Si se analizan los datos de la pobreza, la indigencia, la desigualdad y el desempleo de 2001 bajo los mismos parametros que se lo hace hoy, durante la crisis de aquel ano estos indicadores se encontraban peor que en la actualidad. ","[0.9999395608901978, 6.038385981810279e-05]",0,1,"[0.2313513308763504, 0.7686486840248108]"
1,"Patricia Bullrich, en el segundo debate presidencial 2023: ""Javier Milei, mira tu plataforma. Articulo 17. Desregulacion (del mercado) de armas""","[0.6579832434654236, 0.3420167565345764]",0,0,"[0.6930382251739502, 0.3069617748260498]"
1,"En la plataforma de La Libertad Avanza se propone, sobre la tenencia de armas de fuego, ""la desregulacion del mercado legal y proteger su uso legitimo y responsable por parte de la ciudadania"". Por lo tanto, lo que dijo Bullrich es verdadero.","[0.00033608402009122074, 0.9996639490127563]",1,1,"[0.4098202884197235, 0.5901797413825989]"
1,"Sergio Massa, en el segundo debate presidencial 2023, sobre el impuesto a las Ganancias: ""Mas de 2 millones de argentinos ya no tienen esa preocupacion""","[0.9999294281005859, 7.054690649965778e-05]",0,0,"[0.6383708119392395, 0.3616291880607605]"
1,"Con los cambios anunciados por el Gobierno y luego convalidados por el Congreso de la Nacion, el universo de personas alcanzadas por este impuesto se redujo a 88 mil personas a partir de octubre de 2023. El ultimo dato implica una reduccion de 2.052.000 personas respecto a 2019, lo que coincide con lo senalado por el candidato presidencial de Union por la Patria. ","[0.6026426553726196, 0.39735734462738037]",0,1,"[0.33269092440605164, 0.6673091053962708]"
1,"Javier Milei, en el segundo debate presidencial 2023: ""El empleo formal privado esta estancado desde el 2011""","[0.9985578656196594, 0.0014421255327761173]",0,0,"[0.56010901927948, 0.43989095091819763]"
1,"Desde enero de 2012, cuando inicia la serie de estadisticas del Ministerio de Trabajo de la Nacion, en terminos absolutos la cantidad de empleados registrados del sector privado aumento en 335 mil. Pero, si se tiene en cuenta el crecimiento poblacional de este periodo, -como recomiendan los especialistas-, la cantidad de asalariados del sector privado formal se redujo en un 5,6%.","[0.7136135101318359, 0.28638651967048645]",0,1,"[0.26722654700279236, 0.7327734231948853]"
0,"Sergio Massa, en el segundo debate presidencial 2023: ""Baje 80% el robo automotor en Tigre""","[0.9998455047607422, 0.00015450593491550535]",0,0,"[0.6364104747772217, 0.36358949542045593]"
1,"Segun datos del Centro de Experimentacion de Seguridad Vial (CESVI) Argentina, en la gestion de Massa en ese municipio el robo automotor descendio un 69,8%, 10 puntos menos al porcentaje que menciono el candidato a presidente de Union por la Patria.","[0.9731358289718628, 0.02686411887407303]",0,1,"[0.32432854175567627, 0.6756714582443237]"
1,"Patricia Bullrich a Sergio Massa, en el segundo debate presidencial 2023: ""Estas con el gobierno que aumento los homicidios el 70% en Rosario""","[0.9237805008888245, 0.07621945440769196]",0,0,"[0.7070683240890503, 0.29293161630630493]"
1,"Los datos oficiales producidos por organismos provinciales informan que la tasa de homicidios dolosos en el departamento de Rosario aumento en un 70% entre 2019 y 2022, durante la gestion del Frente de Todos.","[0.999453604221344, 0.0005464199930429459]",0,1,"[0.4166247546672821, 0.5833752155303955]"
1,"Javier Milei, en el segundo debate presidencial 2023: ""Hoy la inflacion viaja al 120%""","[0.9997045397758484, 0.0002954189258161932]",0,0,"[0.600796103477478, 0.3992038667201996]"
1,"De acuerdo con los ultimos datos del INDEC, la inflacion anual en agosto de 2023 (ultimo dato disponible) fue del 124,4%. El dato de agosto ultimo es el mas alto desde julio de 1991, cuando la inflacion interanual llego a 141,3%.","[0.9992214441299438, 0.0007785406778566539]",0,1,"[0.45241355895996094, 0.5475864410400391]"
1,"Juan Schiaretti, en el debate presidencial 2023: ""En Cordoba no tenemos deficit fiscal""","[0.00017485367425251752, 0.9998251795768738]",1,1,"[0.42670294642448425, 0.5732970237731934]"
1,"La provincia de Cordoba registro superavit en lo que va de 2023. Ademas, anoto en 2022 su cuarto ano consecutivo con superavit fiscal primario y el tercero con superavit financiero, segun las cifras oficiales. ","[0.9959123730659485, 0.004087560810148716]",0,1,"[0.3086455166339874, 0.691354513168335]"
1,"No, este video del Obelisco porteno cubierto por un preservativo no es real: es una animacion digital","[0.9999103546142578, 8.963744767243043e-05]",0,0,"[0.8267332911491394, 0.1732666790485382]"
0,Circula un video del Obelisco porteno cubierto con un preservativo gigante y usuarios aseguran que esto ocurrio en la realidad,"[0.9999039173126221, 9.605020022718236e-05]",0,0,"[0.9452515244483948, 0.05474847927689552]"
0,"""Algo emergio del agua de la Antartida"", en el video que muestra una ola que impacta en un bote","[0.9981856942176819, 0.001814266899600625]",0,0,"[0.9560714364051819, 0.043928541243076324]"
1,"Las primeras referencias mas antiguas del video, segun pudo constatar Chequeado, datan del ano 2021 y lo describen como un tsunami generado por el desprendimiento de un iceberg. No existen pruebas de que sea un video que haya sido registrado en la Antartida.","[0.999842643737793, 0.0001573138142703101]",0,0,"[0.8358936905860901, 0.16410627961158752]"
0,La historia clinica de Javier Milei que aparece en este video sobre una web del Ministerio de Salud demuestra que esta psiquiatrico,"[0.9700769782066345, 0.02992301806807518]",0,0,"[0.9617033004760742, 0.0382966548204422]"
0,"El Ministerio de Salud nacional afirmo que se trate de una pagina oficial de la cartera sanitaria. Ademas, desde el Fleni aclararon que ""el candidato a presidente, Javier Milei, fue paciente de la institucion"".","[0.9981448650360107, 0.001855145557783544]",0,0,"[0.8465536236763, 0.15344639122486115]"
0,"Patricia Bullrich afirmando que Javier Milei ""la acoso todo el debate"" con sus propuestas","[0.9999580383300781, 4.194932625978254e-05]",0,0,"[0.9915438890457153, 0.00845614355057478]"
0,"Patricia Bullrich, critico al candidato de La Libertad Avanza, Javier Milei, por haberla ""acosado"" durante el debate del 1 de octubre.","[0.9998859167098999, 0.00011408985301386565]",0,0,"[0.8665128946304321, 0.13348712027072906]"
0,"Patricia Bullrich, en el debate presidencial 2023: ""El presupuesto educativo que mando (Sergio) Massa no aumento; bajo un 9%""","[0.040604811161756516, 0.959395170211792]",1,0,"[0.6719864010810852, 0.3280135989189148]"
0,"Sergio Massa, en el debate presidencial 2023: ""El radicalismo voto Ganancias con nosotros""","[0.00010680656123440713, 0.9998931884765625]",1,0,"[0.715420663356781, 0.284579336643219]"
0,"De acuerdo con los registros de la Camara de Diputados de la Nacion, los bloques de la UCR y Evolucion Radical votaron a favor de la iniciativa oficial. En el Senado, en tanto, los miembros del bloque de la UCR tambien votaron en a favor de la ley de ganancias.","[0.00020813557785004377, 0.9997919201850891]",1,1,"[0.4999721348285675, 0.5000278949737549]"
1,"Sergio Massa, en el debate presidencial 2023: ""Mande al Congreso la ley que sube de 6 a 8 puntos del PBI la inversion minima en educacion""","[0.0026829855050891638, 0.9973170161247253]",1,0,"[0.537107527256012, 0.46289244294166565]"
1,"El 15 de septiembre ultimo, el candidato presidencial de Union por la Patria presento ante el Congreso de la Nacion el nuevo proyecto de Ley de Financiamiento Educativo que aumenta la inversion en el area del 6% al 8% del Producto Bruto Interno (PBI) para 2030.","[7.644324068678543e-05, 0.999923586845398]",1,1,"[0.42901939153671265, 0.5709806084632874]"
1,"Javier Milei, en el debate presidencial 2023: ""El 50% de los chicos no entiende un texto que lee""","[0.9999549388885498, 4.501449075178243e-05]",0,0,"[0.6172049641609192, 0.3827950060367584]"
1,"De acuerdo con un informe del Observatorio de la ONG Argentinos por la Educacion, el 46% de los alumnos de tercer grado de primaria se ubican en el nivel mas bajo de lectura. Especialistas aseguran que se toma a tercer grado de primaria como representativo porque es el final del primer ciclo educativo.
 ","[0.9993522763252258, 0.0006477441638708115]",0,1,"[0.11748749762773514, 0.8825125098228455]"
0,"Javier Milei, en el debate presidencial 2023: ""El 13% de los chicos no termina el colegio en tiempo y forma""","[0.9999477863311768, 5.22582013218198e-05]",0,0,"[0.5738043785095215, 0.42619559168815613]"
1,"De acuerdo con un informe del Observatorio Argentinos por la Educacion, solo 13 de cada 100 estudiantes terminaron el colegio en tiempo y en forma en 2022. Es decir, la cifra muestra exactamente lo contrario a lo que dijo Milei.","[0.9999574422836304, 4.256807005731389e-05]",0,1,"[0.31417742371559143, 0.6858225464820862]"
1,"Patricia Bullrich, en el debate presidencial 2023: ""(Hay) un 40,1 de pobreza""","[0.9998751878738403, 0.000124805374071002]",0,0,"[0.5092416405677795, 0.49075832962989807]"
1,"Durante el primer debate presidencial, la candidata hablo de la proporcion de personas debajo de la linea de la pobreza. El dato es correcto de acuerdo a los ultimos datos publicados por el INDEC. Esto representa un aumento de 3,6 puntos respecto al mismo periodo de 2022.","[0.9715074300765991, 0.028492631390690804]",0,0,"[0.714737594127655, 0.2852623760700226]"
0,"Sergio Massa, en el debate presidencial 2023: ""El 4,8% del PBI va en beneficios a empresarios""","[0.9994450211524963, 0.0005549420020543039]",0,0,"[0.6044839024543762, 0.3955160677433014]"
0,"Los gastos tributarios estimados en el Presupuesto 2023 representan el 4,9% del Producto Bruto Interno (PBI), pero aproximadamente el 2,5% esta dirigido a las empresas.","[0.9992535710334778, 0.0007464112131856382]",0,0,"[0.5481265783309937, 0.45187345147132874]"
0,"Patricia Bullrich, en el debate presidencial 2023: ""Hemos logrado ser el partido con mas gobernadores de la Argentina en 40 anos de democracia""","[5.264198262011632e-05, 0.9999473094940186]",1,0,"[0.6805986166000366, 0.319401353597641]"
1,"Aunque ganara las 4 elecciones provinciales que se realizaran el 22 de octubre, Juntos por el Cambio no llegaria a ser el partido con mas gobernadores en 40 anos de democracia. Desde 1983, el Partido Justicialista siempre tuvo al menos 12 gobernadores propios, cifra a la que no puede llegar Juntos por el Cambio en los comicios de 2023.","[0.99992835521698, 7.164807175286114e-05]",0,1,"[0.22826722264289856, 0.7717328071594238]"
0,"Javier Milei, en el debate presidencial 2023: ""La Argentina inicio el siglo XX siendo el pais mas rico del mundo. Hoy estamos de mitad de la tabla para abajo""","[0.0001324782206211239, 0.9998675584793091]",1,0,"[0.5847881436347961, 0.41521185636520386]"
1,"Segun datos historicos publicados por la serie Maddison, en 1900 la Argentina se ubicaba en el puesto 13 entre 45 paises analizados si se tiene en cuenta el PBI per capita por la Paridad del Poder Adquisitivo. En 2022, de acuerdo con datos del Banco Mundial, nuestro pais termino en el puesto 66 sobre 184 naciones.","[0.0016690840711817145, 0.9983308911323547]",1,1,"[0.22551648318767548, 0.7744835615158081]"
1,"Juan Schiaretti, en el debate presidencial 2023: ""En Cordoba, tenemos los jardines de 3 anos y de 4 anos obligatorios""","[0.0054603577591478825, 0.9945396780967712]",1,1,"[0.38995102047920227, 0.6100490093231201]"
1,"A nivel nacional, la Ley 27.045 dispuso la obligatoriedad de la asistencia al jardin de infantes a partir de la sala de 4 anos. En Cordoba, ademas, la Legislatura aprobo en 2016 una modificacion a la ley provincial de educacion, mediante la cual establecio la obligatoriedad para el Estado provincial de ofrecer el ingreso a salas de 3 anos.","[0.00016622776456642896, 0.9998337030410767]",1,1,"[0.16883616149425507, 0.8311638236045837]"
